
1682787831.3029468;render;12.152491807937622;324316907.0
1682787984.482501;render;12.527899742126465;351687349.0
1682788066.3186474;render;12.221278190612793;334497075.0
1682799089.4028866;render;13.731327772140503;351561623.0
1682804867.3130698;render;13.306665658950806;351260613.0
1682805019.1205184;render;12.19284439086914;335782928.0
1682805162.985336;render;12.68065857887268;340516341.0
1682805698.3250687;render;12.39787745475769;349539510.0
1682806202.4786437;render;12.867481470108032;363879208.0
1682806246.4539344;render;12.160956621170044;340414433.0
1682806270.2303927;render;12.20154333114624;334576860.0
